66166850,1100721001,VG25780352,2021-07-22,0
66171303,1100721002,VG25780353,2021-07-22,0
66167800,1100721003,VG25780354,2021-07-22,0
66167832,1100721004,VG25780355,2021-07-22,0
66171775,1100721005,VG25780356,2021-07-22,0
66154734,1100721006,VG25780357,2021-07-22,0
66184538,1100722002,VG25780358,2021-07-22,0
66184536,1100722003,VG25780359,2021-07-22,0
66182775,1100722004,VG25780360,2021-07-22,0
66184430,1100722005,VG25780361,2021-07-22,0
66183764,1100722006,VG25780362,2021-07-22,0
66184413,1100722007,VG25780363,2021-07-22,0
66184463,1100722008,VG25780364,2021-07-22,0
66184466,1100722009,VG25780365,2021-07-22,0
66184364,1100722010,VG25780366,2021-07-22,0
